Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S204873220,Hooded Merganser,Lophodytes cucullatus,754,6,US-MD,Harford,L501716,Leight Park,39.4505764,-76.2682486,2024-12-08,02:30 PM,eBird - Traveling Count,45,1,1.609,,1,,"At least 4 adult males. Others had brown crest, but too far to identify"
S216135760,Hooded Merganser,Lophodytes cucullatus,754,4,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-03-01,04:15 PM,eBird - Traveling Count,75,1,3.219,,1
S285185979,Hooded Merganser,Lophodytes cucullatus,754,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-11-19,09:53 AM,eBird - Traveling Count,90,1,1.29,,1
S287406297,Hooded Merganser,Lophodytes cucullatus,754,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-12-05,01:21 PM,eBird - Traveling Count,83,1,1.196,,1
S289886153,Common Merganser,Mergus merganser,762,6,US-MD,Cecil,L451204,Perryville Community Park,39.5471399,-76.0492516,2025-12-23,01:36 PM,eBird - Traveling Count,90,1,.719,,1,,,Conservative aythya estimates
S241946263,Common Merganser,Mergus merganser,762,1,US-MD,Harford,L638472,Eden Mill Park,39.6752367,-76.4524841,2025-05-24,07:34 AM,eBird - Casual Observation,,0,,,1,,Female swimming and calling in Big Branch,,636399677
S216135760,Ruddy Duck,Oxyura jamaicensis,778,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-03-01,04:15 PM,eBird - Traveling Count,75,1,3.219,,1
S282322765,Ruddy Duck,Oxyura jamaicensis,778,3,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-11-01,08:06 AM,eBird - Traveling Count,149,1,1.168,,1
S287406297,Ruddy Duck,Oxyura jamaicensis,778,1,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-12-05,01:21 PM,eBird - Traveling Count,83,1,1.196,,1
S286222727,duck sp.,Anatidae (duck sp.),792,600,US-MD,Harford,L446446,Swan Harbor Farm Park,39.522482,-76.11444,2025-11-26,08:59 AM,eBird - Traveling Count,126,1,2.933,,1,,"Distant raft, could barely make out a few BUFF"
S282991819,duck sp.,Anatidae (duck sp.),792,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-11-05,07:08 AM,eBird - Traveling Count,131,1,1.142,,1,,Backlit flyover
S221966272,Wild Turkey,Meleagris gallopavo,1274,1,US-MD,Prince George's,L41907539,Paint Branch Trail bushes outside CS buildings,38.9899593,-76.9353274,2025-03-30,07:20 PM,eBird - Casual Observation,,0,,,1,,"Sitting in the bushes. Flushed when I rode by, flew into a tree outside Looney's",,632932897
S198504448,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1868,18,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2024-10-12,09:34 AM,eBird - Traveling Count,97,1,3.09,,13
S203605899,Mourning Dove,Zenaida macroura,2412,3,US-MD,Baltimore,L33865820,Cromwell Valley Park,39.4137417,-76.5471909,2024-11-25,09:00 AM,eBird - Traveling Count,60,1,1.931,,1
S285938033,Mourning Dove,Zenaida macroura,2412,1,US-MD,Baltimore,L558364,Loch Raven Reservoir--Primary Dam,39.43142,-76.5434647,2025-11-24,09:07 AM,eBird - Traveling Count,16,1,.074,,1,,,No EUWI :(
S251028242,Mourning Dove,Zenaida macroura,2412,2,US-SC,Georgetown,L1857543,Litchfield Beach,33.4768156,-79.0892307,2025-06-16,08:45 AM,eBird - Stationary Count,48,1,,,1,,,At marsh
S269633855,Mourning Dove,Zenaida macroura,2412,1,US-MD,Harford,L446446,Swan Harbor Farm Park,39.522482,-76.11444,2025-08-26,06:49 AM,eBird - Traveling Count,102,1,1.96,,1
S280080156,Mourning Dove,Zenaida macroura,2412,1,US-MD,Prince George's,L795955,Bladensburg Waterfront Park,38.9363,-76.938538,2025-10-18,09:56 AM,eBird - Traveling Count,20,1,1.011,,1,,,Birding by bike
S198504448,Mourning Dove,Zenaida macroura,2412,7,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2024-10-12,09:34 AM,eBird - Traveling Count,97,1,3.09,,13
S199618315,Mourning Dove,Zenaida macroura,2412,11,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2024-10-20,11:01 AM,eBird - Traveling Count,21,1,1.287,,1
S233832509,Mourning Dove,Zenaida macroura,2412,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-05-06,09:25 AM,eBird - Traveling Count,123,1,1.696,,1
S235551582,Mourning Dove,Zenaida macroura,2412,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-05-10,06:46 AM,eBird - Traveling Count,134,1,1.728,,1
S238291282,Mourning Dove,Zenaida macroura,2412,3,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-05-15,10:34 AM,eBird - Traveling Count,107,1,1.866,,1
S273111794,Mourning Dove,Zenaida macroura,2412,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-09-13,08:02 AM,eBird - Traveling Count,136,1,2.148,,1
S273341860,Mourning Dove,Zenaida macroura,2412,3,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-09-14,07:36 AM,eBird - Traveling Count,96,1,2.451,,1
S277539829,Mourning Dove,Zenaida macroura,2412,1,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-10-05,07:37 AM,eBird - Traveling Count,158,1,1.413,,1
S278152902,Mourning Dove,Zenaida macroura,2412,3,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2025-10-09,07:15 AM,eBird - Traveling Count,85,1,1.127,,1
